event_start, event_dt, event_stats[0], event_stats[1], event_stats[2]
1090281,183,12138,231937,3733795
1090491,26,1533,46534,552573
1090527,183,10248,208096,2949184
1090738,25,772,24518,400019
1090774,183,6738,117165,2002703
1090984,26,939,26857,382902
1091020,184,7416,118361,1816525
1091231,26,510,21406,386879
1091268,182,6623,116870,1969908
1091477,26,671,23801,368255
1091513,184,7601,121890,1932176
1091724,27,594,23625,404238
1091761,183,6864,116408,1915350
1091970,26,723,24375,380777
1092006,184,7386,117259,1903157
1092218,26,938,28623,422474
1092254,183,6956,117793,1983583
1092464,26,918,26294,394534
1092500,184,7616,123340,1905703
1092711,26,506,21607,383781
1092747,183,7168,124135,2088396
1092957,27,947,27736,411765
1092993,184,8106,132821,1993719
1093204,27,878,27472,432848
1093241,183,6942,120215,2024446
1093450,27,802,24570,381746
1093487,183,7937,122744,1858752
1093697,27,643,22978,374237
1093734,183,7062,123301,2010980
1093933,6,1,9,59
1093945,25,455,20161,331919
1093980,184,7598,122425,1871232
1094191,26,852,25286,407062
1094227,184,7084,121499,2018695
1094437,26,513,22440,371773
1094473,184,8041,129621,1994831
1094684,27,900,26887,431295
1094721,183,6656,116739,2020224
1095170,8,3,23,120
1095204,16,32,276,1310
1095224,14,128,1207,5361
1095315,6,2,18,76
1095330,2,1,8,36
1095375,4,1,9,28
1095384,5,2,14,50
1095404,7,4,30,112
1095418,7,41,371,1501
1095441,16,44,438,2075
1095497,8,9,88,302
1095607,15,31,260,1122
1095661,3,1,9,29
1095721,22,1117,14896,88657
1095798,6,53,405,1462
1095813,5,5,51,220
1095846,17,231,2047,9553
1095879,17,77,675,2622
1095906,4,11,103,437
1095922,6,464,4741,22803
1095965,25,1129,14224,63972
1096138,8,217,2238,8389
1096158,8,9,74,340
1096240,9,112,946,3385
1096385,4,6,45,165
1096401,13,206,1932,9303
1096487,7,203,2277,8357
1096631,5,11,106,362
1096649,14,3,57,462
1096733,7,1,19,117
1096818,2,1,8,27
1096834,2,1,8,27
1096867,3,89,650,2405
1096893,19,4,58,577
1096979,8,1,19,117
1097124,8,229,2473,9423
1097144,9,26,208,782
1097227,10,603,7212,26486
1097374,1,1,10,30
1097389,12,104,921,3914
1097474,7,65,660,2287
1097618,6,359,3462,13500
1097721,9,248,2502,9382
1097882,11,311,2907,11904
1097967,6,62,675,2279
1098111,9,346,3734,15419
1098215,5,2,15,51
1098376,11,71,579,2233
1098460,9,815,9177,36851
1098710,5,23,214,722
1098855,3,1,12,31
1098866,13,4,61,499
1098920,8,18,238,1130
1098955,6,67,636,2342
1099097,8,226,2439,9468
1099123,9,1,13,88
1099201,8,138,1290,4731
1099364,9,4,31,126
1099443,11,35,324,1153
1099591,5,139,1408,5115
1099694,8,470,5251,18899
1099854,13,195,1781,9177
1099940,8,306,3300,13021
1100084,7,329,3538,13055
1100105,7,3,29,95
1100155,3,1,9,29
1100188,8,20,193,627
1100349,11,235,2178,10190
1100434,7,154,1593,6535
1100577,8,362,3536,14737
1100682,7,94,915,3168
1100842,12,163,1499,6713
1100926,8,62,671,2400
1101167,30,217,1836,6992
1101204,31,274,2992,17049
1101372,14,278,2531,10802
1101398,15,67,583,2359
1101418,11,56,479,2174
1101439,16,46,457,1887
1101590,34,100,820,3183
1101631,18,73,635,3126
1101652,13,157,1678,8863
1101799,16,84,778,3268
1101825,14,193,1747,7858
1101844,11,69,612,2711
1101869,14,32,325,1502
1102020,27,257,2379,8446
1102062,25,93,882,4109
1102246,14,293,2446,10716
1102264,20,345,2914,13371
1102318,3,50,357,1346
1102364,19,1159,18778,136158
1102486,21,241,2169,9629
1102513,5,1,7,32
1102520,15,129,1115,4883
1102545,6,83,888,2904
1102564,6,482,4432,23531
1102605,26,1193,16657,101615
1102741,16,364,3907,16343
1102760,10,14,118,466
1102861,15,1179,20445,131967
1102979,3,33,285,1041
1103012,16,16,134,517
1103039,6,32,329,1256
1103056,7,457,4768,20213
1103098,26,1430,18394,127039
1103222,3,3,25,83
1103231,15,537,5750,23302
1103256,9,26,217,839
1103268,6,28,242,919
1103287,3,1,9,39
1103351,18,1198,19048,144526
1103473,16,483,4323,18962
1103505,17,17,142,556
1103531,5,22,190,733
1103548,8,405,3915,19259
1103593,23,1220,19323,121075
1103727,41,336,2858,11773
1103799,1,25,199,702
1103841,22,1191,19511,141498
1103965,20,459,3968,18980
1103999,19,32,270,1147
1104025,4,12,101,379
1104042,6,252,2830,10114
1104088,22,1080,13740,79768
1104221,41,1167,11498,52648
1104275,1,1,11,29
1104289,6,341,3107,12679
1104341,12,676,7309,32074
1104458,20,186,1501,5876
1104495,14,24,203,779
1104519,4,37,328,1179
1104536,6,502,6086,31796
1104579,25,1213,19599,117592
1104715,12,170,1389,5987
1104733,21,220,1835,8337
1104766,5,27,224,848
1104782,7,345,3595,13283
1104834,19,913,13259,69137
1104952,18,96,851,3399
1104984,19,145,1257,5075
1105028,8,425,4776,18248
1105073,24,1248,15108,96383
1105150,4,2,22,77
1105197,58,74,988,10934
1105259,8,5,55,272
1105274,10,15,177,1017
1105322,21,32,422,2199
1105443,25,41,556,6046
1105471,29,35,528,7236
1105504,11,13,162,1060
1105517,14,11,218,1399
1105567,24,190,2018,10000
1105692,53,61,912,13058
1105751,10,10,138,774
1105766,12,12,196,1379
1105813,24,378,3890,17889
1105936,28,50,659,7118
1105968,26,31,518,7342
1105998,8,6,98,566
1106015,10,7,80,404
1106059,24,58,626,3493
1106182,70,74,1053,13244
1106258,11,10,171,952
1106308,22,102,1071,6032
1106430,69,85,1205,14546
1106507,9,9,105,525
1106545,8,1,11,48
1106555,21,590,5739,26951
1106683,45,51,703,8906
1106737,11,6,79,565
1106752,11,8,105,572
1106799,26,150,1572,8268
1106856,9,3,31,163
1106922,23,37,474,4786
1106954,41,34,461,6219
1106997,13,14,230,1366
1107017,6,2,17,64
1107035,61,111,1452,15744
1107105,66,167,1749,12273
1107252,61,1633,26516,325042
1107320,61,241,2877,25902
1107461,64,1272,13740,99295
1107533,7,3,37,264
1107549,46,187,2027,15055
1107680,55,1368,18175,216137
1107744,67,174,1989,17326
1107903,80,1589,24634,451581
1107998,4,4,35,121
1108018,6,2,18,102
1108044,33,1197,20655,192146
1108152,83,1819,31992,753000
1108241,17,13,160,1120
1108260,12,5,52,353
1108278,46,1174,20934,230608
1108396,108,1743,20074,220502
1108508,11,4,51,367
1108532,39,1308,22710,273617
1108643,81,2063,35132,644289
1108733,18,15,178,1334
1108754,64,993,13332,102466
1108889,26,944,14703,243991
1108927,46,151,1612,15240
1108978,18,15,182,1536
1109001,11,13,132,697
1109024,40,1180,19689,213464
1109137,84,2374,37759,709713
1109228,15,14,160,1097
1109249,8,7,78,350
1109267,43,1002,15040,192265
1109383,87,1916,34594,853198
1109474,16,11,136,792
1109495,10,4,42,284
1109508,12,2,20,148
1109522,35,1303,22896,258160
1109631,85,1711,27662,505785
1109720,17,12,155,1151
1109742,6,3,28,137
1109760,44,824,13347,172691
1109876,108,2097,27813,368108
1109990,7,3,29,148
1110000,8,1,12,54
1110010,40,1204,16888,185435
1110074,2,1,9,28
1110126,83,1063,10703,67439
1110212,17,13,140,1071
1110234,11,4,44,222
1110251,46,916,14542,191568
1110370,86,1870,27503,494986
1110460,17,17,183,1105
1110481,10,5,53,306
1110508,36,1169,21481,251119
1110618,79,2870,52768,1020046
1110709,14,20,169,707
1110731,7,16,131,503
1110749,41,1464,33080,536770
1110863,76,3251,58677,1208001
1110977,8,226,2447,9854
1110999,35,1460,34790,369211
1111111,78,3157,57772,1128129
1111205,29,129,1158,4585
1111240,44,1558,37669,560910
1111355,82,3876,66777,1072068
1111456,9,402,3426,14660
1111469,11,55,510,1836
1111492,39,1476,40196,613376
1111606,78,3046,53122,969139
1111696,14,95,756,2900
1111716,10,14,118,458
1111733,44,1569,37263,599008
1111849,48,2444,44225,908850
1111902,19,129,1134,4815
1111944,12,8,64,256
1111962,13,346,3562,19224
1111986,38,1372,38107,618927
1112097,78,2953,57218,1215329
1112194,6,5,40,134
1112211,8,7,59,237
1112229,42,1462,35659,564518
1112342,82,3909,59155,763691
1112440,9,11,109,362
1112458,9,169,1706,7340
1112480,37,1347,34647,550663
1112591,80,3116,56450,1289738
1112700,10,60,576,2183
1112723,41,1874,44673,347993
1112921,311,9497,125424,1612789
1113285,82,5125,83831,1534088
1113442,7,27,240,1107
1113454,6,1,11,56
1113463,132,3951,58334,835497
1113648,311,10110,133386,1803693
1113997,26,729,24908,373685
1114033,184,7741,125364,1966827
1114244,28,890,28570,426991
1114280,184,6985,124115,2046175
1114490,26,802,24222,391039
1114527,184,7724,122547,1937666
1114738,24,522,20882,285315
1114778,179,6559,116480,1965546
1114984,26,816,26426,375639
1115020,184,7456,116772,1911145
1115231,26,573,22701,398355
1115268,182,7215,122442,2058881
1115477,27,605,23649,390895
1115514,183,8216,126606,1955726
1115724,27,879,27791,422688
1115761,183,6929,118442,1972260
1115971,26,724,22530,375730
1116007,183,7325,118770,1921271
1116217,27,778,24869,400710
1116254,183,6753,111207,1899793
1116464,26,547,22769,374527
1116500,184,7802,123012,1991061
1116711,26,544,21789,390357
1116747,183,6826,116863,1967815
1116957,26,503,21552,359666
1116993,184,7386,118339,1938694
1117204,27,503,21875,386827
1117241,183,7062,123699,2032137
1117450,27,505,21084,370674
1117487,184,7667,121687,1984855
1117697,27,503,22581,382134
1117734,183,7341,122030,2033070
1117944,26,579,23913,376821
1117980,184,7851,125246,2012994
1118191,26,675,23547,407107
1118228,183,7230,122038,2046759
1118437,26,944,27953,410231
1118474,183,7568,118888,1990390
1118684,27,504,23831,392022
1118721,183,7051,119456,2007940
1119329,5,2,20,76
1119499,8,35,362,1397
1119625,7,4,38,150
1119800,6,11,99,329
1119815,5,10,82,297
1119943,2,1,10,28
1119955,6,15,125,453
1120139,9,271,2778,10956
1120161,8,3,24,80
1120243,7,80,904,2956
1120388,4,2,13,49
1120403,12,109,1030,4283
1120488,7,15,144,500
1120632,8,193,2125,7611
1120737,7,65,753,2470
1120897,13,87,717,2971
1120981,7,75,787,2832
1121125,9,397,4380,18012
1121147,8,18,146,611
1121230,11,31,298,988
1121393,8,11,99,334
1121475,8,103,973,3649
1121619,9,148,1501,5711
1121637,11,104,819,3193
1121722,10,150,1604,5598
1121867,3,1,8,29
1121882,14,422,3811,18072
1121935,4,1,8,28
1121969,8,137,1395,5136
1122112,10,665,7663,34867
1122132,6,10,75,299
1122215,9,436,4215,15410
1122361,6,15,123,431
1122377,11,95,809,3588
1122461,8,147,1769,6253
1122605,8,77,754,2669
1122624,5,9,76,265
1122713,3,1,12,34
1122870,11,36,291,1175
1123099,9,306,3299,13133
1123121,5,2,16,56
1123202,10,137,1523,5199
1123364,11,140,1200,5055
1123448,9,251,2492,8925
1123593,9,128,1277,4433
1123696,7,43,400,1474
1123858,10,42,371,1391
1124086,5,151,1524,5928
1124107,5,4,31,128
1124189,11,275,2849,10433
1124305,3,1,6,24
1124350,13,96,825,3576
1124435,8,76,826,2859
1124580,9,283,2954,11577
1124597,13,20,175,650
1124682,9,642,7867,26978
1124834,2,1,11,32
1124844,11,106,932,4026
1124929,7,131,1357,5125
1125156,2,1,6,24
1125167,9,43,369,1360
1125179,17,70,621,2430
1125204,34,174,1690,8220
1125373,14,161,1414,6678
1125403,10,31,259,1051
1125417,2,1,8,41
1125461,7,2,21,62
1125513,6,3,26,101
1125592,18,161,1301,5106
1125612,2,1,8,29
1125651,13,149,1521,9213
1125799,14,118,1044,5005
1125828,11,91,783,3119
1125844,11,83,734,3412
1125868,14,19,170,711
1126019,32,225,1971,7394
1126057,16,39,336,1485
1126077,11,57,534,2505
1126245,17,101,882,3885
1126264,19,45,369,1417
1126361,22,1040,13249,70734
1126485,19,247,2199,9045
1126522,17,14,112,457
1126545,6,55,464,1894
1126562,7,139,1142,4712
1126608,21,1154,14736,91497
1126739,14,5,41,174
1126766,4,1,12,59
1126905,2,1,7,25
1126911,4,2,23,77
1127011,12,2,17,89
1127025,3,1,7,27
1127039,5,3,27,121
1127057,5,114,868,3296
1127101,22,1135,13897,89052
1127238,8,10,76,304
1127258,16,34,282,1092
1127304,2,1,8,28
1127354,15,1191,17340,102535
1127473,16,122,1103,4910
1127513,10,8,70,305
1127532,5,17,155,531
1127550,6,146,1330,4746
1127592,24,778,9956,51023
1127715,5,7,45,171
1127726,14,326,2984,12141
1127749,4,4,30,103
1127761,6,15,137,503
1127840,23,1200,16909,107567
1127965,19,533,4871,22628
1128001,14,13,124,561
1128027,3,12,113,390
1128041,8,483,4972,19482
1128087,24,1188,15226,107842
1128214,19,179,1510,6009
1128241,17,103,902,3722
1128273,2,1,8,27
1128290,4,70,508,1868
1128337,18,1167,17212,112940
1128459,18,829,7816,38658
1128492,19,145,1271,5562
1128519,6,40,360,1375
1128536,7,396,3811,21220
1128580,23,1242,18813,128884
1128714,39,709,6330,26048
1128767,2,1,10,30
1128785,3,57,475,1792
1128830,20,1149,17146,91054
1128952,18,508,4161,18312
1128986,16,21,182,737
1129014,2,3,29,92
1129029,6,33,261,1014
1129041,11,6,173,875
1129074,22,650,7366,41360
1129205,43,948,10557,68212
1129322,21,1179,17362,97648
1129445,19,568,4990,22832
1129478,18,107,939,3681
1129505,7,90,917,3743
1129522,7,410,3760,17077
1129566,24,884,11126,54182
1129705,10,378,3432,14518
1129720,9,18,153,572
1129737,5,2,18,70
1129816,21,1017,12356,68854
1129940,5,13,110,399
1129948,9,2,15,71
1129975,15,54,456,1986
1130000,3,2,14,51
1130016,7,472,5716,33317
1130061,23,394,3901,16380
1130196,11,592,5433,26317
1130214,12,68,613,2453
1130310,20,1192,17112,97347
1130433,19,97,825,3197
1130465,17,59,474,1881
1130493,4,6,49,176
1130511,3,9,71,242
1130552,25,718,7611,39100
1130692,9,14,113,429
1130705,11,34,289,1091
1130719,9,3,25,98
1130758,3,50,359,1476
1130801,21,1199,17287,95087
1130924,19,351,3236,13234
1130964,12,20,188,702
1130987,1,1,7,28
1131001,8,212,1655,6105
1131032,62,1313,13892,100493
1131109,60,417,4683,41719
1131250,57,2240,26013,295042
1131322,60,338,4152,38902
1131462,60,3332,34385,244370
1131534,62,461,5132,55112
1131677,57,2062,23642,195875
1131748,60,355,4798,50433
1131902,80,3603,51952,755276
1131999,10,5,44,139
1132017,13,138,1315,5801
1132046,31,1519,31551,424782
1132151,79,3089,56267,1233529
1132249,4,1,7,33
1132267,6,7,59,194
1132280,45,1776,38906,549981
1132396,78,4006,66944,1224979
1132498,6,7,70,249
1132512,8,380,4080,17574
1132534,36,1349,38545,617086
1132644,80,2902,52793,1200686
1132738,14,106,952,3898
1132758,11,196,1879,8481
1132771,46,1893,38682,527509
1132888,75,3022,51669,1182315
1132989,7,42,319,1241
1133004,11,264,2758,13714
1133024,40,1426,35383,564037
1133138,75,2814,51978,1163605
1133216,3,1,8,29
1133227,7,7,48,181
1133251,7,56,554,1925
1133266,45,1558,34425,578068
1133383,77,3314,54504,917646
1133469,3,1,8,26
1133484,9,44,420,1625
1133497,12,144,1364,5513
1133519,39,1543,41327,573901
1133631,81,3005,51968,1123042
1133728,8,22,192,768
1133760,45,1612,37099,618390
1133876,79,3627,57420,1048130
1133990,11,92,829,3178
1134015,35,1684,32158,429120
1134124,75,3077,57155,1145831
1134240,6,2,14,56
1134252,45,1610,33407,517148
1134369,80,3867,67915,1347096
1134465,15,151,1334,4975
1134484,8,250,2710,10452
1134505,39,1441,37357,597575
1134617,80,3347,58351,1231731
1134712,15,264,2333,8784
1134731,8,42,397,1611
1134746,45,1839,39902,631142
1134863,33,1854,29939,506021
1134912,11,5,41,145
1134925,19,359,3559,14261
1134961,8,9,70,285
1134977,11,47,448,1729
1135000,37,1421,40113,634000
1135111,81,3203,58669,1420219
1135211,3,1,9,33
1135223,7,163,1988,7745
1135243,41,1622,37667,585818
1135356,80,3449,53098,746880
1135458,9,30,274,1016
1135472,11,208,2028,10275
1135492,38,1530,37739,585780
1135603,81,3440,58111,1178075
1135704,11,8,67,249
1135718,7,24,185,682
1135735,42,1493,35722,561026
1135849,79,2890,43513,772249
1135950,23,249,2275,9397
1135986,38,1460,40776,648913
1136097,78,2932,58497,1483208
1136189,5,3,25,89
1136225,46,1408,34088,597636
1136342,83,3360,52284,832976
1136437,13,21,186,676
1136457,9,93,935,3783
1136480,38,1483,41490,660699
1136591,29,1705,40993,1204051
1136631,41,1194,15989,112290
1136684,12,283,2687,11890
1136704,6,37,348,1206
1136722,42,1478,30676,381780
1136921,311,10008,129428,1693272
1137285,309,14542,220368,4364887
1137647,312,11654,144804,1807833
1137997,26,516,22409,377286
1138033,243,8190,145269,2264307
1138311,77,2291,32860,367258
1138492,27,888,27103,401995
1138528,184,7570,127594,2096404
1138741,27,949,26566,422853
1138777,183,7867,133965,2079375
1138987,26,948,27685,413887
1139023,184,7695,122373,2008867
1139234,27,594,24480,426047
1139271,183,7411,129926,2089037
1139480,26,514,21144,360766
1139516,184,7898,125655,2002525
1139727,27,966,28916,424168
1139765,182,7445,126835,2048702
1139974,26,513,21821,345910
1140010,184,7702,123935,1994575
1140221,26,682,24805,419809
1140257,183,7558,128321,2151840
1140467,26,864,27106,406333
1140503,184,7433,119173,1967577
1140714,27,515,23245,409396
1140750,184,7332,125728,2076418
1140960,27,727,24492,396416
1140996,184,8054,128417,2101370
1141207,27,1017,29165,426044
1141244,183,8001,137978,2173134
1141454,26,730,26540,394258
1141490,184,8523,137338,2052411
1141701,26,676,23597,410556
1141737,184,7857,135838,2196611
1141947,26,638,25787,396891
1141983,184,8571,135423,2088209
1142194,27,522,24037,419227
1142231,183,7922,139934,2238784
1142441,25,537,23300,387182
1142476,184,7912,124978,2111507
1142687,27,524,24126,397719
1142724,183,7821,131765,2138140
1143173,6,89,815,2977
1143188,4,1,7,26
1143329,5,11,98,347
1143498,12,22,195,773
1143626,7,8,76,276
1143799,6,17,139,488
1143816,3,6,55,190
1143940,8,3,25,92
1144139,7,484,4989,20306
1144159,10,6,49,173
1144243,9,54,590,2055
1144389,5,4,32,116
1144403,12,35,302,1275
1144488,9,101,1017,3937
1144633,9,461,4901,20057
1144651,10,4,29,117
1144735,10,128,1334,4710
1144897,12,271,2431,9627
1144982,7,89,1022,3576
1145126,7,115,1121,4128
1145146,4,5,34,127
1145228,9,120,1220,4294
1145390,13,35,305,1207
1145475,7,147,1420,4976
1145619,9,337,3530,14281
1145637,12,66,522,1985
1145722,10,451,4841,16892
1145868,6,2,21,66
1145883,13,184,1656,6924
1145967,9,348,3486,14111
1146112,8,678,7872,32085
1146220,3,3,27,88
1146378,10,17,140,594
1146462,7,771,8650,32542
1146605,6,61,613,2073
1146624,7,47,418,1501
1146710,6,29,264,933
1146869,13,141,1257,5047
1146955,7,98,992,3959
1147099,6,168,1633,6150
1147119,9,3,22,80
1147202,10,64,627,2099
1147362,13,325,2839,11635
1147448,8,606,6673,26253
1147591,11,401,4358,17608
1147696,8,122,1111,3701
1147842,2,1,7,26
1147855,14,210,1826,7900
1147939,10,149,1651,6188
1147954,11,11,105,501
1148085,6,199,1918,7804
1148104,10,16,121,470
1148136,11,12,119,523
1148189,8,237,2328,8439
1148350,11,131,1126,4636
1148435,9,616,5987,23259
1148580,7,467,5110,19173
1148599,5,7,61,214
1148683,6,100,1028,3352
1148825,10,18,144,544
1148843,13,290,2533,10520
1148930,6,11,109,370
1149642,7,1,16,76
1155037,56,2632,29051,233993
1155112,58,404,4391,35861
1155252,57,2519,32167,403219
1155322,60,367,5328,55263
1155462,58,2955,33096,275386
1155535,62,440,5042,54810
1155676,58,2578,36367,504666
1155747,62,313,4635,56373
1155902,77,3584,57716,1259495
1155998,11,4,34,120
1156019,8,193,1668,6714
1156039,38,1542,35319,439037
1156151,79,2994,54860,1151017
1156250,4,2,14,50
1156279,45,1559,37900,625783
1156396,77,3368,52928,1033489
1156493,10,281,2454,10160
1156510,9,127,1253,5390
1156531,39,1554,35486,484907
1156619,4,2,29,98
1156644,76,3329,60304,1407155
1156727,3,1,11,40
1156737,11,3,21,88
1156756,9,49,424,1571
1156774,44,1775,37694,570080
1156890,78,3968,60533,1088103
1156990,25,553,6324,31156
1157027,37,1602,38725,604008
1157137,81,3659,62852,1179581
1157236,9,92,693,3352
1157265,46,1547,35317,550622
1157383,82,3833,61971,1083532
1157484,10,68,645,2346
1157498,10,137,1209,4937
1157519,38,1459,37117,556469
1157631,78,3124,60101,1408506
1157724,12,12,108,424
1157745,9,206,2311,9459
1157760,45,1597,38165,602160
1157876,81,4138,61885,919878
1157975,9,138,1295,4447
1157991,10,170,1630,7037
1158013,37,1647,42245,660096
1158124,74,2890,55020,1078579
1158226,6,184,1622,6770
1158253,44,1511,32143,525343
1158368,76,3874,61067,1084256
1158466,28,544,5543,25421
1158508,36,1463,39716,613987
1158617,82,3734,66490,1302439
1158713,7,1,8,29
1158747,44,2088,38505,545884
1158863,44,1784,32849,668334
1158922,2,2,15,53
1158926,10,278,2624,10484
1158964,22,923,10666,48504
1158989,8,14,148,635
1159001,36,1611,39998,552239
1159112,78,3668,66078,1132186
1159203,17,35,295,1209
1159224,8,8,76,291
1159240,44,1683,36406,587618
1159356,80,3993,57140,736075
1159449,15,29,230,844
1159471,11,240,2446,9462
1159491,39,1541,39520,619426
1159604,79,3458,57155,1087770
1159703,7,3,26,83
1159736,41,1572,36925,551065
1159850,79,3967,61711,802175
1159945,12,52,468,1791
1159963,12,185,1976,8323
1159986,38,1451,42637,664717
1160098,78,3245,59087,1230664
1160197,9,32,249,1009
1160213,6,7,57,232
1160225,46,1817,37953,543624
1160343,78,3562,51357,725398
1160441,12,183,1638,6428
1160457,11,335,3785,17212
1160479,39,1529,39781,622859
1160591,79,3381,51658,990033
1160683,30,33,272,1012
1160721,44,1459,33185,549466
1160921,311,10067,140570,1987894
1161285,82,4971,83111,1434413
1161375,12,19,195,893
1161392,17,13,122,542
1161417,8,22,213,1025
1161431,163,4447,60657,879324
1161647,312,11126,160170,3354128
1161997,27,590,24216,400050
1162033,184,8261,129789,2037331
1162244,27,534,23921,419988
1162281,183,7915,137370,2205653
1162491,25,530,22660,385289
1162527,183,8250,132391,2195224
1162738,26,533,23954,406959
1162774,183,7726,133211,2221025
1162984,26,521,23052,384839
1163020,184,8072,127586,2048242
1163231,26,637,24842,417590
1163267,183,7897,138180,2249490
1163477,26,541,24414,397076
1163514,183,7906,128104,2118869
1163724,27,536,24729,433760
1163761,183,7963,140055,2204425
1163970,26,538,23363,388261
1164007,183,8200,129486,2128175
1164218,26,1028,28398,447071
1164254,183,7578,129945,2156989
1164464,26,538,23315,384786
1164500,184,8759,139297,2204441
1164711,27,1030,28182,434961
1164748,182,7821,135837,2241983
1164957,27,776,27178,425685
1164993,184,8508,132157,2105487
1165204,27,546,25086,427899
1165241,183,7718,134130,2212421
1165450,26,544,23936,403431
1165487,183,8142,131402,2142972
1165698,26,565,25523,435224
1165734,183,8025,139962,2253311
1165944,27,557,23684,393910
1165980,184,8462,135808,2184350
1166191,26,1015,30077,460060
1166228,182,8030,140386,2348043
1166437,26,944,28991,428600
1166473,184,8990,146731,2159650
1166684,27,1008,29293,460551
1166721,183,7772,136349,2243239
1167172,3,7,55,189
1167184,8,14,137,493
1167315,3,1,6,24
1167496,9,42,421,1678
1167622,15,24,239,1006
1167798,7,33,258,959
1167937,9,9,77,284
1167956,4,1,9,31
1168137,9,273,2855,10780
1168159,6,5,39,139
1168240,9,448,4807,17762
1168401,14,67,594,2563
1168488,11,93,900,3043
1168631,6,394,4298,16660
1168654,5,1,6,24
1168734,10,174,1778,5928
1168877,8,58,434,1626
1168896,10,75,636,2768
1168979,8,44,409,1591
1169124,7,234,2650,9660
1169146,6,9,76,289
1169229,7,18,178,606
1169318,8,13,147,645
1169338,5,1,6,24
1169374,2,2,14,51
1169387,14,126,1116,5211
1169472,8,87,921,3497
1169617,6,108,1118,3926
1169688,3,1,9,29
1169722,7,19,168,589
1169866,6,1,7,31
1169881,13,77,655,2865
1169967,6,29,278,1016
1170110,9,164,1529,5838
1170215,8,18,194,626
1170359,5,9,74,249
1170375,12,206,1879,9853
1170460,7,392,4046,15157
1170604,8,503,6063,23454
1170623,9,3,25,81
1170707,9,98,992,3394
1170853,2,1,10,33
1170869,11,73,631,2450
1170952,9,254,2738,11318
1171097,9,240,2399,9460
1171117,9,2,16,62
1171201,9,41,377,1302
1171346,5,17,142,495
1171362,12,83,745,2813
1171446,13,244,2710,10521
1171591,8,321,3481,13652
1171611,5,3,20,74
1171695,7,193,1881,6478
1171855,11,226,1956,8117
1172084,8,256,2665,10134
1172104,4,1,11,39
1172187,9,133,1338,4732
1172349,12,45,399,1791
1172412,10,36,368,1659
1172434,7,170,1861,7196
1172578,5,48,467,1688
1172681,10,188,1869,6610
1172827,4,2,15,53
1172842,11,277,2509,10706
1172858,4,2,14,50
1172927,6,53,555,1977
1173257,3,1,7,25
1173263,35,921,8915,48722
1173304,31,302,2869,15528
1173473,15,234,2067,8728
1173502,5,5,36,128
1173518,12,36,320,1308
1173540,16,40,369,1825
1173682,3,15,105,405
1173692,31,297,2637,11289
1173732,33,225,2136,11149
1173898,14,295,2671,12388
1173924,27,34,288,1194
1173966,19,112,1085,5557
1174132,18,139,1131,4675
1174152,22,65,574,2285
1174187,4,3,29,97
1174202,7,310,2851,11118
1174252,18,1325,21513,153073
1174370,21,565,5090,24864
1174402,22,89,746,3248
1174434,3,1,9,29
1174449,6,174,1602,5583
1174493,25,1359,18968,143664
1174644,24,380,3310,13510
1174680,4,5,45,174
1174748,16,1300,23638,155975
1174865,18,272,2288,9215
1174901,14,40,338,1286
1174925,5,27,231,917
1174941,8,394,3718,15947
1174985,25,1362,23806,181620
1175116,46,692,6424,30948
1175175,2,3,27,85
1175236,20,1170,15080,87456
1175358,21,277,2501,12782
1175395,14,33,254,1038
1175417,7,110,1132,4918
1175435,7,566,6459,34976
1175479,24,1290,18293,115891
1175613,15,328,3000,12102
1175631,23,549,4879,24322
1175667,4,10,79,284
1175682,6,263,2264,8415
1175731,18,1282,18544,103861
1175852,19,173,1528,6406
1175887,16,139,1176,5090
1175912,6,49,454,1666
1175927,8,503,4657,25774
1175974,23,1347,18701,119553
1176101,18,49,412,1687
1176126,20,168,1436,5664
1176159,3,1,9,32
1176179,1,1,7,26
1176219,25,1341,24875,146816
1176345,17,127,1083,5138
1176384,11,19,156,629
1176405,6,101,1009,4122
1176422,7,222,2045,7719
1176463,27,1440,18964,121278
1176598,32,509,4503,18748
1176633,7,19,158,555
1176668,7,361,3746,14363
1176715,21,1136,15244,84286
1176838,20,251,2274,9240
1176872,14,20,163,658
1176900,4,11,89,340
1176916,6,560,6041,30200
1176960,23,1381,18777,126816
1177095,13,92,775,3329
1177114,20,72,598,2396
1177147,3,4,37,121
1177164,3,2,16,57
1177210,21,1346,22235,169612
1177331,20,318,2837,12854
1177367,17,213,1863,8823
1177392,4,5,34,127
1177410,5,176,1481,5472
1177450,26,1484,21924,146610
1177588,14,234,1828,7792
1177608,8,6,60,220
1177620,9,14,115,454
1177642,2,1,8,27
1177701,22,1064,12635,66649
1177825,20,728,6650,30928
1177856,19,81,685,2786
1177885,6,36,334,1268
1177902,6,57,510,1695
1177945,25,1519,19458,122955
1178083,35,402,3417,14149
1178148,6,205,1736,6461
1178194,22,1348,26831,178775
1178319,4,3,23,82
1178326,10,9,80,292
1178352,19,69,590,2452
1178378,7,76,722,2803
1178395,8,582,7269,37288
1178438,26,1374,23760,166416
1178566,3,1,6,30
1178575,14,470,4180,18062
1178591,16,93,776,3030
1178614,1,1,8,26
1178626,5,15,151,521
1178644,4,35,279,978
1178694,15,1347,22570,147999
1178812,19,176,1548,6983
1178846,17,381,3403,15927
1178870,8,190,2238,8933
1178890,6,417,3626,15102
1178931,26,1245,18285,120918
