event_start, event_dt, event_stats[0], event_stats[1], event_stats[2]
1359481,15,7,63,234
1359499,9,8,61,219
1359512,44,57,511,2348
1359561,21,20,173,731
1359587,8,11,86,308
1359601,16,14,123,522
1359624,40,52,460,2295
1359672,23,37,343,1557
1359697,17,39,344,1478
1359716,60,97,830,3980
1359783,39,41,354,1419
1359827,18,13,103,423
1359847,57,58,515,2316
1359913,15,5,37,190
1359933,4,1,8,27
1359951,11,13,109,402
1359964,10,2,14,68
1359976,15,21,199,803
1359996,20,13,109,405
1360019,16,27,247,1121
1360041,13,55,481,2460
1360058,38,28,223,955
1360101,14,14,134,459
1360128,24,34,312,1442
1360155,5,1,7,38
1360174,9,11,98,404
1360187,41,56,491,2085
1360241,7,1,8,32
1360257,11,10,84,340
1360273,64,30,271,1045
1360342,7,1,8,48
1360357,3,1,8,33
1360368,5,14,121,479
1360386,54,61,513,2418
1360455,12,19,157,595
1360479,10,24,193,798
1360504,9,4,29,112
1360517,20,26,218,951
1360542,16,30,253,1105
1360566,15,6,53,205
1360592,8,7,50,225
1360609,7,4,29,117
1360631,83,66,554,2485
1360730,17,9,85,325
1360759,29,20,155,675
1360802,3,1,7,25
1360816,18,30,275,1169
1360846,32,28,248,1117
1360890,4,1,9,30
1360906,8,13,119,486
1360929,22,7,57,253
1360953,10,14,119,489
1360968,28,81,758,4002
1360999,7,2,17,71
1361023,2,1,10,29
1361027,9,2,16,61
1361041,35,43,374,1845
1361080,31,48,427,1699
1361114,3,1,8,36
1361130,8,4,29,118
1361140,18,12,112,514
1361200,20,26,222,909
1361229,23,51,456,1979
1361255,2,1,9,31
1361264,10,4,29,123
1361276,14,4,37,141
1361329,6,5,46,179
1361364,11,8,79,390
1361411,8,3,22,86
1361427,9,8,73,245
1361438,6,3,24,95
1361615,7,2,18,65
1361654,5,1,8,35
1361868,6,1,8,32
1361955,5,1,9,28
1362750,8,5,61,309
1363047,3,1,8,28
1363070,9,18,199,951
1388780,6,100,968,3373
1389207,6,88,838,3026
1389247,3,1,13,45
1389434,7,59,521,1982
1389634,3,66,552,1993
1389647,7,10,86,367
1389674,3,4,32,117
1389864,9,168,1560,5860
1389968,7,5,47,160
1390128,12,49,437,1700
1390358,6,135,1318,4735
1390380,7,5,39,149
1390462,7,33,267,926
1390622,12,74,633,2698
1390705,10,236,2542,10090
1390851,6,358,4262,18010
1390873,6,6,47,200
1390957,7,5,49,165
1391100,3,2,15,62
1391115,12,62,525,2053
1391199,8,33,314,1124
1391345,6,149,1376,5497
1391369,5,3,29,112
1391447,9,472,4621,18229
1391609,12,23,201,704
1391694,7,91,908,3378
1391838,8,253,2757,10722
1391857,10,4,33,133
1392103,16,38,333,1425
1392185,10,169,1953,7606
1392332,5,90,848,3019
1392354,6,1,10,53
1392594,13,152,1349,6307
1392680,6,19,191,636
1392825,5,85,815,3043
1392846,7,6,52,196
1392929,8,18,189,634
1393090,12,91,808,3618
1393173,7,18,193,647
1393318,8,364,4320,18309
1393421,9,477,4832,19224
1393583,10,30,257,913
1393666,9,10,98,349
1393811,7,173,1710,6705
1393829,7,9,71,263
1393914,8,110,1117,3705
1394075,10,67,580,2476
1394160,8,277,3137,11053
1394304,8,352,3911,16104
1394324,10,56,476,1871
1394407,8,16,138,495
1394569,12,104,895,3794
1394653,9,36,343,1270
1394764,35,722,6550,28318
1394805,30,176,1999,16885
1394973,15,172,1611,6736
1395000,13,31,270,1068
1395018,7,9,73,280
1395044,11,37,319,1326
1395172,10,17,203,864
1395193,32,577,5250,23494
1395231,33,227,2376,14616
1395399,17,100,895,4127
1395426,29,82,714,2926
1395468,14,66,640,2728
1395633,35,509,4785,23928
1395703,5,106,853,3308
1395748,22,954,15619,109630
1395872,19,137,1224,5661
1395906,16,30,244,895
1395932,7,62,633,2455
1395950,6,441,6304,32850
1395991,26,719,8852,55299
1396121,22,254,2405,10515
1396146,21,123,1031,4397
1396181,5,21,181,689
1396242,21,949,17522,121315
1396366,19,527,5064,20881
1396398,17,109,936,4279
1396425,5,13,122,438
1396442,7,123,1135,3920
1396485,25,956,16993,117401
1396627,8,27,243,897
1396642,7,4,28,132
1396674,3,1,14,38
1396737,19,948,14791,104439
1396821,2,1,10,51
1396865,14,106,929,3944
1396890,21,32,261,1037
1396920,4,8,66,241
1396936,5,190,1508,6799
1396979,25,719,8231,45089
1397115,34,159,1363,6043
1397167,2,1,8,29
1397182,7,5,39,138
1397236,15,765,8926,51415
1397353,19,149,1327,6069
1397388,14,210,1891,8401
1397412,8,64,628,2649
1397431,3,5,39,139
1397472,24,855,12017,65492
1397605,31,641,5857,26640
1397642,3,1,8,26
1397661,3,2,17,62
1397676,6,395,4385,24621
1397722,20,927,13471,86110
1397844,20,820,7948,46993
1397882,14,51,465,1902
1397906,4,6,50,190
1397922,7,329,3008,13867
1397967,24,704,8267,47123
1398106,7,3,25,94
1398122,8,4,34,129
1398172,3,179,1553,5574
1398217,19,889,12697,66306
1398338,21,530,4729,20832
1398373,17,33,275,1222
1398399,6,16,147,536
1398415,7,134,1091,4535
1398459,24,1009,12626,80962
1398582,3,1,8,28
1398595,33,902,8499,41587
1398646,6,10,107,390
1398664,4,282,2566,9615
1398710,20,949,15621,104167
1398832,21,310,2877,14494
1398870,14,79,686,2892
1398893,4,10,89,372
1398909,7,402,4373,23824
1398952,24,884,11398,73648
1399088,40,509,4792,20290
1399141,3,2,16,53
1399156,5,141,1200,4247
1399202,21,925,15350,98235
1399326,19,239,2218,10044
1399360,16,70,590,2521
1399386,5,39,372,1439
1399402,7,139,1345,4467
1399447,23,1098,18583,152480
1399577,36,813,7375,31988
1399615,8,11,102,359
1399651,6,161,1349,4870
1399693,23,955,13897,95975
1399819,19,150,1240,5591
1399851,20,117,1041,4951
1399879,5,22,178,692
1399896,7,253,2481,9224
1399938,26,1021,15826,116728
1400074,16,470,4246,20290
1400093,11,59,513,2168
1400144,4,2,16,77
1400188,22,957,16638,109983
1400313,18,207,1821,8273
1400349,15,91,795,3322
1400372,5,22,221,782
1400389,8,479,5937,33250
1400434,23,771,8563,51165
1400643,56,2212,26470,281614
1400704,58,771,7825,54880
1400857,55,1795,23897,334201
1400917,7,9,94,355
1400932,43,166,2501,23514
1401068,58,2210,29034,297799
1401131,62,390,5116,44416
1401283,57,1994,29981,499601
1401344,27,164,1957,16409
1401374,28,213,3068,31977
1401503,81,2691,41405,657590
1401619,9,119,1063,4131
1401638,39,1037,27496,397031
1401751,77,1955,34036,763543
1401866,7,6,49,180
1401885,38,964,16219,223318
1401996,77,2883,46937,671748
1402112,10,193,1854,6783
1402133,37,1044,29158,438563
1402244,79,3053,47123,778940
1402336,12,5,41,138
1402357,12,275,2868,12349
1402377,40,1239,28113,434038
1402491,75,2590,41815,596757
1402592,4,4,30,106
1402605,5,17,142,515
1402626,38,1185,31561,502516
1402738,79,1932,38059,1005380
1402831,12,68,602,2076
1402852,6,30,254,894
1402869,42,1304,27920,413976
1402983,75,2710,46862,765814
1403099,7,112,1012,3830
1403119,38,1062,30471,428385
1403231,80,2070,40692,1021972
1403324,11,32,280,1099
1403346,5,6,55,191
1403361,43,1238,24460,308479
1403477,75,1966,32268,598580
1403593,5,3,25,82
1403616,34,1029,28081,416741
1403725,79,2238,34104,732639
1403839,6,15,111,413
1403856,41,1365,26990,343868
1403970,79,2582,34966,447610
1404065,2,3,24,82
1404071,9,159,1604,5709
1404085,10,118,1125,4378
1404107,37,1121,28120,432885
1404217,79,2361,39876,812558
1404310,15,21,186,794
1404347,44,1321,27716,398497
1404463,80,2850,42976,712475
1404557,13,56,489,1929
1404578,4,2,16,56
1404599,38,1128,31133,475594
1404711,81,2243,39569,905259
1404812,5,6,48,164
1404842,42,1146,25215,384152
1404956,77,2930,46213,728881
1405072,10,206,1908,7630
1405094,36,1027,29872,452523
1405204,80,2203,37191,764290
1405298,12,35,291,1190
1405323,2,1,9,29
1405332,46,1245,22599,277398
1405448,80,2807,48666,904207
1405550,8,2,17,56
1405564,8,179,1873,7861
1405585,39,1127,29607,438733
1405698,80,2436,43937,919600
1405790,3,1,15,37
1405813,3,6,42,156
1405829,42,1235,27193,409390
1405945,75,2835,44590,706927
1406038,13,366,3343,18578
1406059,10,14,118,475
1406079,38,1212,34200,482966
1406191,80,2357,39392,881073
1406348,15,725,15191,145644
1406522,309,9306,132602,2364709
1406885,310,11576,157825,2372377
1407248,310,9351,116144,1512239
1407613,310,10780,141910,1975782
1407962,26,369,16004,267533
1407998,184,6591,109344,1865657
1408209,27,568,20182,330484
1408246,183,5950,110330,1947968
1408456,25,424,18362,294886
1408491,185,6492,109345,1795745
1408703,27,434,18618,331392
1408739,184,5852,108114,1871504
1408949,26,424,17916,282307
1408985,184,6549,112073,1842175
1409196,26,429,18291,324461
1409233,183,6245,115150,2028162
1409442,26,434,19874,311635
1409478,185,6374,110211,1901129
1409689,27,423,18888,328886
1409726,184,6024,112441,1969188
1409936,25,424,17383,293999
1409971,185,6680,116003,1850171
1410183,26,426,18861,309502
1410220,183,6005,110923,1891883
1410429,27,421,18065,280784
1410464,186,6497,112722,1878177
1410676,23,654,20617,311895
1410714,182,5871,110830,1991322
1410922,26,435,19929,323039
1410958,185,6174,109188,1914576
1411169,27,769,22539,342670
1411206,184,5932,112943,1968816
1411416,26,426,18254,296052
1411451,185,6324,111702,1866512
1411662,27,422,18699,326034
1411698,185,5895,109884,1899800
1411909,26,427,18587,292797
1411944,186,6234,114554,1943110
1412156,26,423,17939,319131
1412192,185,6083,111118,1987531
1412402,26,428,18747,316757
1412438,185,6394,113354,1927264
1412649,27,475,20104,341046
1412686,184,6173,117998,1990651
1413009,7,11,93,361
1413208,7,29,275,979
1413233,5,2,17,59
1413248,6,2,16,55
1413435,17,55,472,1977
1413635,6,53,474,1845
1413677,2,1,10,45
1413866,8,309,3275,12401
1413888,7,8,65,248
1413971,7,34,341,1183
1414130,14,67,605,2551
1414214,9,108,1266,4280
1414359,6,135,1317,5086
1414382,4,1,8,27
1414462,9,466,5005,17868
1414611,2,1,9,31
1414622,15,98,886,3696
1414709,7,19,160,597
1414853,6,227,2312,9232
1414874,4,1,8,27
1414956,9,80,870,2977
1415102,4,18,148,519
1415117,13,52,464,1811
1415201,9,77,882,3175
1415345,8,227,2412,8648
1415450,9,25,236,793
1415610,12,68,637,2876
1415692,12,387,4240,15985
1415839,7,146,1548,5451
1415860,5,2,15,59
1415941,8,30,258,926
1416089,2,1,7,25
1416103,13,31,252,1115
1416187,8,60,712,2436
1416332,9,445,4774,20084
1416353,6,3,26,101
1416437,6,28,263,908
1416596,14,111,986,4270
1416654,3,1,7,26
1416681,8,79,872,3265
1416826,8,342,3937,15303
1416846,4,3,26,102
1416930,6,12,109,390
1417091,13,61,527,2318
1417175,8,65,719,2473
1417320,5,207,2139,8255
1417339,5,1,8,33
1417422,9,195,2405,8099
1417583,14,118,1028,4428
1417668,8,240,2360,9133
1417811,9,334,3702,14335
1417916,8,93,874,3157
1418079,12,27,229,1007
1418306,8,196,2072,7250
1418329,2,3,26,83
1418409,12,472,6245,21753
1418570,14,129,1158,4893
1418654,9,156,1609,6174
1418764,35,709,6474,35024
1418804,31,125,1145,5231
1418974,18,581,5287,24574
1419005,8,24,187,764
1419018,7,2,16,54
1419041,17,101,994,5674
1419193,27,292,2439,10020
1419232,32,149,1399,6530
1419399,16,96,834,3508
1419425,14,52,460,1818
1419444,8,19,165,758
1419467,16,34,314,1361
1419635,37,542,4736,22266
1419701,9,403,5005,20628
1419747,23,1003,17985,130216
1419873,19,681,7365,47416
1419912,13,45,391,1510
1419932,5,44,434,1676
1419949,7,413,4679,19677
1419992,25,941,11772,71132
1420130,11,284,3157,12434
1420143,14,41,372,1355
1420160,7,13,105,399
1420197,4,14,100,362
1420242,22,939,14551,100908
1420365,20,292,2707,11803
1420401,12,9,79,311
1420425,6,56,484,1767
1420442,7,347,3328,16105
1420485,25,956,12607,79487
1420621,14,426,4398,22866
1420642,17,98,942,3678
1420693,2,1,7,25
1420734,23,976,15744,92287
1420858,20,116,1022,4503
1420890,23,37,333,1422
1420919,5,12,107,390
1420939,4,30,220,860
1420979,25,911,10794,66302
1421114,14,296,2698,14731
1421133,16,154,1261,5153
1421184,4,83,610,2369
1421233,15,957,16439,120355
1421353,19,224,2011,9038
1421386,15,32,259,1056
1421413,3,1,8,26
1421474,22,826,10156,58441
1421607,15,428,3874,16792
1421624,23,246,2241,9841
1421660,4,5,47,165
1421677,5,313,3035,11632
1421721,22,926,12678,84035
1421846,19,292,2407,10342
1421880,15,25,200,908
1421905,5,12,107,422
1421922,8,278,3159,10886
1421965,25,1067,14854,105433
1422102,13,469,5152,24151
1422117,18,406,3615,18221
1422215,21,956,17065,111324
1422339,20,581,5497,23943
1422378,12,11,95,351
1422400,5,24,227,902
1422416,6,65,512,1809
1422461,22,422,4560,24828
1422592,16,604,5453,28246
1422611,20,446,4035,21079
1422646,5,10,104,355
1422664,5,33,259,944
1422710,19,968,14153,98871
1422832,17,224,1951,8433
1422874,7,5,37,153
1422891,6,53,524,1977
1422910,6,229,2131,8736
1422960,16,812,10375,56994
1423088,14,110,891,3832
1423104,22,361,3362,16499
1423203,22,949,16216,106342
1423326,19,482,4767,22405
1423362,13,55,487,2070
1423385,6,82,786,3275
1423403,5,385,3668,15475
1423446,6,4,35,119
1423463,3,3,26,84
1423582,28,577,5312,28290
1423617,3,1,7,33
1423649,5,3,22,79
1423700,16,974,18356,117482
1423818,22,270,2310,9746
1423854,14,130,1142,5285
1423879,6,37,376,1322
1423895,8,465,7957,51243
1423940,23,1003,17693,125573
1424075,28,113,1024,3846
1424107,6,2,21,57
1424127,4,16,168,528
1424144,3,1,7,25
1424190,21,958,17271,124299
1424313,6,13,113,460
1424325,3,1,9,28
1424344,19,147,1278,5660
1424371,7,33,309,1298
1424389,7,264,2112,9568
1424434,23,955,13112,87415
1424643,56,2739,34409,381049
1424703,60,443,4501,33675
1424854,57,1797,25598,369208
1424918,57,323,4048,38613
1425068,58,2292,25717,226855
1425131,60,322,3857,32593
1425283,56,2274,28709,390172
1425343,59,448,5712,56718
1425503,78,2969,41922,678054
1425609,17,322,3657,16582
1425638,39,1157,32543,528740
1425752,81,2570,41434,832492
1425844,16,335,2672,16575
1425866,6,6,52,187
1425882,42,1343,28761,449405
1425997,77,2903,41568,697301
1426091,30,516,4975,21552
1426132,38,1050,28427,441940
1426244,77,2280,41783,950629
1426337,15,178,1390,5397
1426374,43,1275,26527,426665
1426488,76,2855,46072,873312
1426566,6,1,7,25
1426593,4,2,16,66
1426605,5,89,796,2836
1426628,36,1121,28174,449975
1426742,69,2080,32833,432604
1426814,4,29,239,828
1426831,13,208,1840,8165
1426852,7,9,77,281
1426867,44,1313,25776,366963
1426984,76,2779,44328,688657
1427084,9,324,3166,13620
1427095,12,72,653,2355
1427118,39,1083,29553,453276
1427231,79,2168,38263,988088
1427323,14,238,2377,8918
1427346,7,9,67,251
1427361,43,1269,24468,363874
1427477,80,3051,53168,796323
1427574,27,680,7149,36859
1427613,38,1271,31724,481620
1427724,82,2355,43380,879576
1427817,13,36,272,950
1427840,7,13,99,391
1427855,43,1120,26384,429331
1427969,79,2655,43497,724283
1428085,12,126,1138,4680
1428105,39,1118,25576,375975
1428218,80,2309,39699,944647
1428310,14,21,165,604
1428328,11,275,3272,13941
1428347,44,1259,23800,334714
1428463,86,2877,43342,690589
1428555,19,94,807,3098
1428576,10,148,1465,5726
1428601,36,1193,28124,447935
1428711,31,1132,23470,541978
1428752,37,747,8885,58752
1428804,13,5,43,145
1428823,8,20,175,602
1428841,43,1451,29237,438651
1428955,80,2752,43806,908422
1429053,14,354,3589,13370
1429072,7,50,444,1551
1429095,35,1057,25387,392406
1429204,79,1900,36263,941812
1429301,8,67,555,2187
1429336,42,1342,26801,356398
1429448,77,2801,40570,769518
1429563,10,143,1267,5209
1429588,36,1141,28226,428515
1429698,79,2617,42743,1005533
1429791,14,383,4120,17234
1429812,10,34,296,1070
1429826,45,1411,27576,387876
1429943,81,2694,44672,779752
1430039,9,5,45,175
1430058,10,285,2882,13343
1430080,37,1018,30636,481483
1430191,78,3771,55983,1047507
1430283,14,62,504,1911
1430305,6,7,56,204
1430319,46,1109,25106,411437
1430521,311,18254,241663,3312614
1430885,310,22317,338393,5099479
1431247,312,22489,299955,4287086
1431611,310,24191,350454,5161899
1431960,26,1061,41110,691184
1431996,185,13173,221472,3832372
1432207,28,985,45913,740472
1432244,184,13582,242540,4086542
1432454,26,959,39963,666397
1432489,186,12938,228424,3975028
1432701,27,1116,44124,748787
1432738,184,14086,241737,4130009
1432947,26,964,41494,674759
1432983,185,13003,228799,3921990
1433194,26,1101,44363,738137
1433231,185,13327,243252,4074200
1433441,25,971,41914,679948
1433476,186,13763,234281,3977334
1433687,27,967,43260,751913
1433724,185,13211,237220,4041288
1433934,25,974,39965,605033
1433970,185,13120,226657,4004140
1434181,26,1004,41697,739249
1434217,186,14026,240630,4193566
1434427,26,973,43241,714235
1434463,186,13071,226184,3913117
1434674,27,1079,45003,760925
1434711,185,13979,245221,4046821
1434920,27,1251,43390,699878
1434956,186,12855,225439,3845916
1435168,26,1056,43441,728999
1435204,185,13331,233864,3930152
1435414,26,971,40152,665948
1435450,185,12951,227134,4040456
1435661,27,987,42340,723001
1435698,184,13569,231818,4024364
1435907,26,968,42149,677338
1435943,185,12871,220867,3843154
1436154,27,1572,47994,786933
1436191,184,13741,248654,4109290
1436400,27,969,42047,674073
1436436,186,12743,220691,3845402
1436647,27,996,43412,733038
1436684,185,13446,234583,3932431
1437000,15,93,791,3399
1437021,3,1,6,24
1437207,6,90,924,3131
1437434,17,47,394,1523
1437633,8,179,1558,6072
1437673,5,18,163,582
1437864,8,362,3607,15431
1437883,10,26,205,812
1437969,9,141,1593,5190
1438129,11,102,882,3488
1438213,8,247,2402,9088
1438358,8,358,3849,13811
1438379,8,17,146,551
1438459,11,585,6171,22125
1438620,14,196,1707,7795
1438705,9,206,2204,8506
1438851,8,444,4784,17967
1438866,4,1,8,26
1438958,4,5,44,145
1438975,8,10,101,387
1439100,2,1,7,27
1439115,14,620,5512,25969
1439198,9,254,2926,11179
1439344,8,249,2403,8975
1439367,8,9,70,251
1439447,12,41,372,1290
1439608,14,295,2602,12358
1439694,7,203,2432,8534
1439838,8,549,5365,21086
1439942,7,31,303,993
1440085,7,2,15,52
1440101,16,281,2415,10800
1440186,8,100,1051,3720
1440330,9,819,8890,39650
1440350,11,17,143,523
1440435,7,73,715,2505
1440580,9,5,42,146
1440594,13,561,5296,22506
1440678,11,590,6152,23640
1440825,9,801,9063,36041
1440846,7,9,73,277
1440926,11,759,8925,28938
1441075,3,1,10,29
1441090,11,39,329,1209
1441171,10,1685,19566,73226
1441318,8,215,2096,7554
1441337,10,55,497,1837
1441421,7,100,966,3445
1441584,7,14,110,403
1441667,6,33,325,1081
1441811,9,395,4212,15972
1441833,10,32,266,1034
1441916,6,5,44,161
1442075,13,352,3080,13073
1442159,10,876,9876,39740
1442305,9,388,3970,15532
1442328,4,3,30,100
1442406,9,830,8825,32922
1442568,15,256,2201,9820
1442653,9,244,2567,10263
1443434,7,1,17,129
1444906,4,1,11,38
1445117,2,1,11,37
1448641,124,6541,83869,923393
1448855,57,5125,70736,1043406
1448917,61,710,10257,93166
1449068,60,4993,62564,714951
1449130,63,826,9490,89539
1449282,58,5038,66301,756145
1449343,63,1285,16493,150569
1449502,85,6930,108757,1787797
1449605,5,3,22,83
1449618,11,335,3142,14193
1449638,39,2728,70236,1046355
1449751,79,5961,104948,2475787
1449844,28,740,7262,29187
1449879,45,2890,63015,974634
1449995,84,6722,120793,1731106
1450090,2,1,9,31
1450096,27,498,4821,23246
1450131,39,2641,68536,996607
1450245,79,6051,102561,2188155
1450336,15,56,474,1978
1450359,8,4,34,112
1450372,46,2800,62877,1086694
1450488,80,6523,109572,1956232
1450590,24,864,9155,37912
1450624,40,3148,73882,1072920
1450737,83,5004,92616,2237223
1450829,4,4,32,119
1450838,10,22,178,716
1450851,8,82,800,3140
1450866,45,2854,62818,1061945
1450983,81,6641,105488,1836647
1451084,5,3,26,84
1451094,14,640,7306,31720
1451119,38,2730,76850,1239698
1451231,80,4880,91250,2342899
1451324,30,477,4762,22710
1451360,45,2593,60846,945416
1451476,81,6897,112054,1714957
1451571,13,628,5656,22585
1451590,10,695,8162,41860
1451611,39,2663,68324,1122169
1451724,80,6687,104347,1878980
1451820,13,139,1161,4437
1451836,11,79,685,2667
1451853,45,2474,55854,997938
1451969,80,6707,97555,1411255
1452071,9,14,126,449
1452084,11,281,2829,11558
1452105,39,2499,65097,990806
1452216,80,7000,111769,2011038
1452311,12,18,147,589
1452347,44,2591,60119,1043048
1452463,82,6994,106438,1553709
1452561,9,10,85,321
1452577,9,554,6533,26771
1452599,38,2575,71767,1133717
1452711,77,5927,97470,1977919
1452804,15,36,316,1151
1452825,7,31,288,1008
1452840,45,2438,57429,930174
1452956,81,7047,95017,1361966
1453051,12,43,348,1281
1453072,8,249,2475,11048
1453091,39,2722,72293,1041646
1453206,79,5345,96371,1923583
1453302,7,3,24,85
1453316,10,109,1007,4203
1453334,44,2386,52937,836879
1453449,81,6966,107660,1552091
1453545,15,465,4310,16143
1453564,12,440,4195,20051
1453585,39,2453,64955,968534
1453698,78,6455,109084,1879314
1453791,12,68,581,2430
1453814,5,1,7,32
1453827,44,2801,61135,926122
1453942,81,6499,102662,1833866
1454038,16,1190,13391,74113
1454059,8,122,1034,4182
1454077,40,2872,75648,1083773
1454191,80,5216,92624,2159180
1454285,12,47,393,1487
1454305,4,3,24,82
1454323,41,2443,56050,964596
1455580,2,1,9,37
1455787,1,1,8,31
1455790,3,2,16,56
1460781,8,518,4884,19944
1460820,5,13,116,433
1460999,4,7,66,215
1461009,8,16,129,529
1461019,5,7,57,198
1461208,7,115,1134,3996
1461223,4,1,7,26
1461234,4,1,11,31
1461249,4,4,33,127
1461435,17,112,966,4069
1461635,6,346,3255,13171
1461649,5,5,46,178
1461865,8,156,1529,5614
1461884,15,93,751,2856
1461936,3,5,39,132
1461971,6,47,491,1680
1462130,13,499,4682,24121
1462215,7,167,1680,6113
1462359,6,923,9455,40231
1462379,10,6,42,166
1462462,11,709,8103,26793
1462624,13,61,505,1833
1462706,10,225,2522,9843
1462852,9,513,5450,21456
1462873,7,6,49,177
1462955,10,953,10319,40247
1463117,13,218,1946,8070
1463202,8,85,973,3138
1463346,8,866,8590,38189
1463368,11,12,101,365
1463450,7,178,1654,5537
1463596,2,4,35,113
1463611,12,136,1186,5322
1463695,9,757,8140,29081
1463840,8,333,3110,11719
1463860,5,2,16,60
1463943,9,249,3002,9175
1464103,21,393,3570,17320
1464188,8,183,1949,7158
1464333,6,327,3178,12505
1464357,5,2,17,58
1464434,12,158,1538,5687
1464598,12,40,340,1299
1464680,10,329,3413,13115
1464825,9,719,7956,33292
1464846,9,7,58,206
1464929,9,449,4391,16347
1465073,4,2,14,52
1465090,11,185,1644,6847
1465173,11,494,5208,18969
1465319,8,507,5573,20876
1465338,9,26,210,796
1465422,8,87,894,2757
1465583,13,380,3408,15069
1465669,8,149,1450,5513
1465710,5,2,28,74
1465813,8,354,3711,13246
1465831,7,10,83,303
1465917,8,50,504,1730
1466077,12,176,1493,6647
1466161,9,98,966,3394
1466306,9,428,4510,17434
1466408,9,79,754,2672
1466571,11,66,555,2425
1466656,7,283,2816,9843
1466764,33,1420,16088,102064
1466807,30,410,4473,34007
1466974,17,581,5483,25791
1467000,14,121,1006,4028
1467019,11,54,477,1988
1467041,17,88,817,3847
1467194,32,372,3099,12807
1467233,32,268,2647,11788
1467400,17,447,4062,17685
1467427,14,44,348,1401
1467446,14,84,768,3112
1467467,18,186,1891,9691
1467635,30,516,4283,17854
1467690,2,1,6,24
1467704,7,340,3119,10587
1467753,18,2203,33277,228562
1467874,19,275,2408,9960
1467906,20,210,1823,7781
1467933,6,75,708,2585
1467950,7,821,8960,35798
1467996,22,2292,34713,257330
1468129,38,1675,18140,137520
1468181,4,4,32,106
1468200,3,247,1869,6863
1468245,20,2300,42207,319139
1468368,21,971,10246,39951
1468400,17,178,1523,6422
1468427,6,80,788,2904
1468443,9,981,13806,76349
1468486,26,2273,36734,259279
1468620,17,970,9469,37485
1468640,14,321,2752,11557
1468660,4,2,16,55
1468674,5,36,365,1365
1468692,5,225,1991,7166
1468736,22,2262,37766,284023
1468860,19,1146,10694,53719
1468896,17,99,816,3358
1468916,10,277,2836,13380
1468937,7,895,8205,42425
1468979,25,2578,35116,248234
1469109,44,446,4171,17272
1469184,6,895,8281,38363
1469232,17,2199,31778,198082
1469354,20,2265,21447,122837
1469387,18,67,557,2214
1469414,6,121,1126,4459
1469430,8,1059,13808,89641
1469476,22,2363,36636,263452
1469609,40,1029,10183,52856
1469662,3,12,106,370
1469677,7,539,4949,19723
1469731,14,2177,35443,191468
1469847,20,1273,12504,55369
1469886,12,316,2727,12260
1469906,8,159,1627,6288
1469923,8,1013,10736,67767
1469966,26,1271,14472,79714
1470102,41,871,8381,41005
1470155,3,1,8,29
1470171,4,330,2513,9887
1470216,21,2041,26948,154079
1470341,18,590,5018,21444
1470371,15,71,571,2277
1470400,5,51,446,1689
1470416,8,1015,11668,66104
1470459,25,1955,22420,135069
1470585,5,1,7,26
1470594,42,2233,20939,116666
1470648,4,27,246,888
1470663,8,145,1177,4447
1470713,18,2208,36471,224663
1470834,19,500,3853,16153
1470865,21,151,1260,5015
1470894,6,192,2023,8368
1470911,6,933,10592,42789
1470953,25,2159,26705,173540
1471088,35,1832,16630,81272
1471144,1,1,8,27
1471159,4,19,161,525
1471205,20,1884,23866,124673
1471326,21,1927,19899,129608
1471361,16,87,754,3064
1471387,5,6,50,188
1471403,8,909,9707,49404
1471449,22,2182,34159,222095
1471581,43,881,7762,31513
1471635,4,32,306,991
1471649,6,3,24,81
1471696,23,2293,43880,342719
1471820,20,1002,8606,36894
1471857,16,59,481,1871
1471880,5,55,526,1821
1471897,8,1023,11863,67862
1471943,23,2290,34742,242561
1472074,14,1406,14992,82209
1472092,24,940,8417,37767
1472146,2,1,6,24
1472190,21,1884,21900,124792
1472314,20,1516,14016,69333
1472350,15,311,2679,12093
1472374,5,153,1533,6140
1472389,8,964,10552,59071
1472434,24,2238,28299,193543
1472641,124,6638,86869,1021591
1472855,123,6266,82244,953334
1473068,124,6991,85917,878456
1473282,58,5843,77213,1091207
1473343,61,879,12101,99610
1473502,86,5991,106166,2262439
1473607,7,98,777,3039
1473618,11,46,405,1393
1473638,39,2714,70855,1061175
1473751,82,5997,94673,1525035
1473852,4,1,6,24
1473863,12,367,4362,22923
1473881,43,2944,62239,890813
1473996,81,6611,100437,1529889
1474092,32,745,10792,71610
1474132,38,2704,68478,1080139
1474244,80,5672,99193,1923177
1474338,12,46,384,1695
1474375,43,2680,62229,1023270
1474490,77,6710,107853,1726670
1474585,15,229,2210,7518
1474608,7,4,33,126
1474626,38,2489,66760,1053051
1474737,83,5662,97068,1951101
1474831,12,83,716,2989
1474853,8,3,28,89
1474866,45,2896,62564,933125
1474983,83,5661,107285,1973438
1475082,11,222,2019,7387
1475096,11,557,7202,45363
1475119,38,2470,66563,1014674
1475231,80,5839,96147,1829829
1475326,4,1,7,25
1475345,8,47,449,1587
1475362,42,2448,59137,962372
1475476,82,6326,122158,2247952
1475578,6,10,80,337
1475592,9,326,3163,15128
1475611,40,2531,63571,968957
1475724,81,5723,104612,2192646
1475818,17,387,4316,21444
1475842,5,3,25,83
1475854,44,2929,62775,935089
1475970,83,6915,113181,1979673
1476065,4,1,7,31
1476085,11,423,4704,22568
1476105,39,2456,63267,921969
1476218,65,4400,78161,1916526
1476312,11,60,514,2073
1476348,43,2895,63981,990150
1476463,81,6184,107548,1996477
1476580,10,305,4010,20592
